ZIP_CODE,COUNTY,Y,STORE_TYPE,CITY,Ï»¿X,LATITUDE,ADDITONAL_ADDRESS,INCENTIVE_PROGRAM,GRANTEE_NAME,STORE_NAME,STATE,OBJECTID,STORE_STREET_ADDRESS,RECORD_ID,ZIP4,LONGITUDE
75229,DALLAS,3879528.48127326,Pharmacy,DALLAS,-10781995.7772324,32.881069,,,,CVS/ PHARMACY INC 7748,TX,83872.0,10003 MARSH LN,859896.0,6058,-96.856316
75038,DALLAS,3877907.44696328,Convenience Store,IRVING,-10797399.5004514,32.868839,,,,Quiktrip 994,TX,84114.0,4301 N BELT LINE RD,1040985.0,3502,-96.99469
75006,DALLAS,3889108.02001823,Other,CARROLLTON,-10782351.554325,32.953308,Ste 110,,,Afribbean Market 2,TX,84272.0,2717 E BELT LINE RD,1041160.0,5437,-96.859512
75232,DALLAS,3848114.09639623,Convenience Store,DALLAS,-10780115.3683939,32.643761,,,,Tiger Mart 46,TX,84294.0,8702 S POLK ST,1041336.0,5112,-96.839424
75041,DALLAS,3877263.86690023,Convenience Store,GARLAND,-10759992.0327237,32.863983,,,,RaceTrac 437,TX,84339.0,2018 NORTHWEST HWY,1041711.0,4836,-96.658653
75243,DALLAS,3883947.76429616,Convenience Store,DALLAS,-10769468.5496555,32.914402,,,,RaceTrac 514,TX,84340.0,12250 GREENVILLE AVE,1041715.0,0599,-96.743782
75230,DALLAS,3881235.77958875,Supermarket,DALLAS,-10776038.7373216,32.893948,Ste 1018,,,HEB Central Market 653,TX,84395.0,10720 PRESTON RD,1042149.0,8818,-96.802803
75210,DALLAS,3864357.95317759,Convenience Store,DALLAS,-10768675.2869641,32.766548,,,,First Stop Beer & Wine,TX,85011.0,4847 SCYENE RD,1297286.0,2223,-96.736656
75082,DALLAS,3895280.20416184,Other,RICHARDSON,-10754937.9052027,32.999821,Ste 102,,,INDIAN SUPERSTORE 1,TX,85413.0,3555 MURPHY RD,864314.0,5216,-96.613251
75180,DALLAS,3858124.31106382,Discount Retail,BALCH SPRINGS,-10755825.3441833,32.719448,,,,Dollar General 19327,TX,85534.0,11921 ELAM RD,1295462.0,2820,-96.621223
75224,DALLAS,3855099.33635327,Discount Retail,DALLAS,-10780176.4827944,32.696583,114,,,DOLLAR GENERAL 11346,TX,85672.0,3936 POLK ST,863588.0,    ,-96.839973
75040,DALLAS,3887031.36290249,Convenience Store,GARLAND,-10753894.9528935,32.937653,,,,7-eleven Convenience Store 35398B,TX,85806.0,2509 FIREWHEEL PKWY,1600213.0,3959,-96.603882
75226,DALLAS,3867865.19714726,Grocery Store,DALLAS,-10771980.8079237,32.793037,Ste 103,,,La Azteca Meat Market 11,TX,85913.0,4611 COLUMBIA AVE,1297150.0,2304,-96.76635
75038,DALLAS,3880127.24690849,Pharmacy,IRVING,-10793904.625038,32.885586,,,,CVS/ PHARMACY INC 15,TX,86307.0,5500 N MACARTHUR BLVD,890371.0,2603,-96.963295
75019,DALLAS,3891257.49210527,Pharmacy,COPPELL,-10793474.9318035,32.969509,,,,CVS/ PHARMACY INC 3187,TX,86310.0,1000 E SANDY LAKE RD,890381.0,3111,-96.959435
75019,DALLAS,3892138.83520297,Pharmacy,COPPELL,-10797267.0302574,32.976151,,,,CVS/ PHARMACY INC 7469,TX,86314.0,290 N DENTON TAP RD,890390.0,2903,-96.9935
75062,DALLAS,3874593.30660021,Pharmacy,IRVING,-10792510.1257768,32.84383,,,,CVS/ PHARMACY INC 7715,TX,86317.0,410 W ROCHELLE RD,890396.0,5616,-96.950768
75209,DALLAS,3872340.24044857,Convenience Store,DALLAS,-10778213.8088522,32.826824,,,,Stop & Shop 2,TX,86337.0,5328 LEMMON AVE,1097037.0,6384,-96.822342
75243,DALLAS,3884161.79034679,Other,DALLAS,-10764778.7708278,32.916016,Ste 500,,,Chuchu Grocery & Catering,TX,86360.0,10560 WALNUT ST,1094647.0,5363,-96.701653
75243,DALLAS,3884227.96152029,Convenience Store,DALLAS,-10764864.4868357,32.916515,Ste 105,,,Mame Injera,TX,86861.0,10544 WALNUT ST,1297932.0,5358,-96.702423
75089,DALLAS,3885832.22936665,Convenience Store,ROWLETT,-10751837.1007867,32.928612,,,,7-Eleven Store 33690,TX,86866.0,7818 ROWLETT RD,1116319.0,2858,-96.585396
75081,DALLAS,3890081.27699055,Convenience Store,RICHARDSON,-10767283.3480512,32.960644,,,,Valero Corner Store 2741199,TX,87017.0,102 E ARAPAHO RD,925215.0,2717,-96.724152
75052,DALLAS,3852046.30676526,Convenience Store,GRAND PRAIRIE,-10796335.2861194,32.6735,,,,Valero Corner Store 2744507,TX,87018.0,3980 S BELT LINE RD,925241.0,7117,-96.98513
75137,DALLAS,3846613.83063261,Convenience Store,DUNCANVILLE,-10786789.194506,32.632412,,,,Panther Market,TX,87056.0,454 E HIGHWAY 67,925411.0,4157,-96.899376
75150,DALLAS,3868938.80342396,Convenience Store,MESQUITE,-10758710.5227457,32.801144,,,,Valero Corner Store 274759,TX,87152.0,3341 N TOWN EAST BLVD,912002.0,3834,-96.647141
75180,DALLAS,3856004.56458217,Convenience Store,MESQUITE,-10754020.6325986,32.703426,,,,Valero Corner Store 2744488,TX,87154.0,13105 SEAGOVILLE RD,912015.0,4037,-96.605011
75149,DALLAS,3861661.59781217,Convenience Store,MESQUITE,-10753123.7314613,32.746178,,,,Valero Corner Store 274793,TX,87160.0,1505 BELTLINE RD,912020.0,    ,-96.596954
75088,DALLAS,3881269.05574612,Convenience Store,ROWLETT,-10750084.9320016,32.894199,,,,Corner Store 2742248,TX,87646.0,3601 ROWLETT RD,924575.0,5080,-96.569656
75230,DALLAS,3883344.82589069,Convenience Store,DALLAS,-10776182.2281452,32.909855,,,,Kiddist Inc. 23989,TX,87804.0,11803 PRESTON RD,911457.0,2708,-96.804092
75217,DALLAS,3855550.42051101,Convenience Store,DALLAS,-10762661.3627935,32.699993,,,,Hilda's Grocery,TX,87892.0,1016 MURDOCK RD,910301.0,6854,-96.682632
75149,DALLAS,3864586.18554876,Convenience Store,MESQUITE,-10758603.4333956,32.768272,,,,Circle K 2740792,TX,87901.0,3030 MILITARY PKWY,891417.0,3534,-96.646179
75204,DALLAS,3868691.68123047,Convenience Store,DALLAS,-10773927.3405397,32.799278,,,,7-Eleven store#33505,TX,87919.0,4024 ROSS AVE,911710.0,5251,-96.783836
75080,DALLAS,3892392.42270965,Supermarket,RICHARDSON,-10769378.4921874,32.978062,,,,Vitamin Cottage Natural Food Market U028,TX,87933.0,677 W CAMPBELL RD,912839.0,3302,-96.742973
75231,DALLAS,3877811.88846986,Grocery Store,DALLAS,-10771606.2178372,32.868118,,,,Viva Food Market,TX,87941.0,6760 SHADYBROOK LN,910404.0,6508,-96.762985
75116,DALLAS,3848670.28345366,Supermarket,DUNCANVILLE,-10789788.0302684,32.647968,,,,Aldi 64,TX,88147.0,333 S CEDAR RIDGE DR,960093.0,4526,-96.926315
75209,DALLAS,3873630.47408619,Discount Retail,DALLAS,-10779018.9827291,32.836563,,,,Family Dollar 8391,TX,88229.0,4550 W MOCKINGBIRD LN,959897.0,5202,-96.829575
75232,DALLAS,3848377.84240466,Discount Retail,DALLAS,-10780098.4478313,32.645756,,,,Family Dollar 8276,TX,88445.0,8550 S POLK ST,960302.0,5108,-96.839272
75228,DALLAS,3867970.87157653,Super Store,DALLAS,-10763153.9515402,32.793835,,,,Sam's Club 6482,TX,88650.0,5555 S BUCKNER BLVD,864993.0,6193,-96.687057
75052,DALLAS,3855450.01641705,Convenience Store,GRAND PRAIRIE,-10797682.3632775,32.699234,,,,One Stop Food Store,TX,88734.0,702 E WARRIOR TRL,1597035.0,5930,-96.997231
75238,DALLAS,3877778.62210316,Super Store,DALLAS,-10761866.4303097,32.867867,,,,Sam's Club 8242,TX,88741.0,12000 MCCREE RD,865038.0,5299,-96.675491
75220,DALLAS,3877037.37645166,Super Store,DALLAS,-10782499.3866087,32.862274,,,,Sam's Club 8248,TX,88853.0,9461 WEBB CHAPEL RD,865068.0,    ,-96.86084
75116,DALLAS,3848670.28345366,Discount Retail,DUNCANVILLE,-10789788.0302684,32.647968,Ste 100,,,Dollar Tree 2002,TX,89116.0,335 S CEDAR RIDGE DR,865618.0,    ,-96.926315
75080,DALLAS,3888555.35852387,Discount Retail,RICHARDSON,-10772113.2781177,32.949142,Ste 80,,,Dollar Tree 3939,TX,89119.0,101 S COIT RD,865622.0,5746,-96.76754
75040,DALLAS,3890132.35663942,Super Store,GARLAND,-10758384.3566377,32.961029,,,,Sam's Club 4783,TX,89253.0,5150 N GARLAND AVE,865135.0,2711,-96.644211
75043,DALLAS,3873839.27763682,Grocery Store,GARLAND,-10752964.0993115,32.838139,Ste C,,,Tajmahal Asian Groceries 2,TX,89353.0,6246 BROADWAY BLVD,1097965.0,5900,-96.59552
75246,DALLAS,3868055.22640682,Super Store,DALLAS,-10773079.7539368,32.794472,,,,El Rancho 1625,TX,89370.0,4121 GASTON AVE,1098039.0,1410,-96.776222
75220,DALLAS,3876488.86090856,Convenience Store,DALLAS,-10784061.1990646,32.858135,Ste 100,,,7-eleven Convenience Store 26721,TX,89511.0,2750 W NORTHWEST HWY,1048800.0,4781,-96.87487
75052,DALLAS,3852305.64407307,Super Store,GRAND PRAIRIE,-10802097.8508798,32.675461,,,,Sam's Club 8269,TX,89514.0,2325 W INTERSTATE 20,865171.0,3927,-97.036896
75234,DALLAS,3885153.2035593,Super Store,DALLAS,-10784666.7770945,32.923492,,,,Walmart 5624,TX,89595.0,13100 JOSEY LN,1049231.0,6351,-96.88031
75240,DALLAS,3886531.45481881,Discount Retail,DALLAS,-10776249.3537982,32.933884,,,,Family Dollar 9092,TX,89609.0,5955 ALPHA ROAD,1047111.0,    ,-96.804695
75231,DALLAS,3876968.59525425,Super Store,DALLAS,-10770624.4912479,32.861755,,,,Sam's Club 6372,TX,89645.0,6185 RETAIL RD,865188.0,7807,-96.754166
75237,DALLAS,3848604.70833976,Super Store,DALLAS,-10783171.9789721,32.647472,,,,Sam's Club 8282,TX,89693.0,2900 W WHEATLAND RD,865198.0,3535,-96.866882
75063,DALLAS,3884689.3135968,Super Store,IRVING,-10793795.086659,32.919994,,,,Sam's Club 6265,TX,89703.0,1213 MARKET PLACE BLVD,865202.0,    ,-96.962311
75212,DALLAS,3866883.71504392,Grocery Store,DALLAS,-10780908.6310853,32.785625,,,,Gipson Grocery,TX,90107.0,1701 SHAW ST,1379203.0,2618,-96.84655
75249,DALLAS,3846580.5199919,Discount Retail,DALLAS,-10791813.5997229,32.63216,,,,Family Dollar 10178,TX,90123.0,7570 MOUNTAIN CREEK PKWY,1101655.0,1356,-96.944511
75115,DALLAS,3845013.9683389,Discount Retail,DESOTO,-10780168.0225131,32.620308,,,,Family Dollar 11677,TX,90235.0,1500 N POLK STREET,1299040.0,    ,-96.839897
75224,DALLAS,3858257.02287449,Discount Retail,DALLAS,-10779497.990498,32.720451,Ste 254,,,Dollar General 19292,TX,90580.0,655 W ILLINOIS AVE,1298693.0,1814,-96.833878
75041,DALLAS,3879080.05668439,Grocery Store,GARLAND,-10758825.9610577,32.877686,Ste 202,,,Migalitos 5,TX,90592.0,3160 SATURN RD,1298703.0,4317,-96.648178
75039,DALLAS,3881602.88313195,Super Store,IRVING,-10793426.507825,32.896717,,,,Whole Foods Market 10627,TX,90653.0,6471 N MACARTHUR,1298823.0,    ,-96.959
75212,DALLAS,3866434.18329441,Convenience Store,DALLAS,-10779675.4337663,32.78223,,,,Urban Mart,TX,90710.0,3322 SYLVAN AVE,1298194.0,2837,-96.835472
75042,DALLAS,3886032.49643459,Grocery Store,GARLAND,-10764799.9215311,32.930122,Ste A,,,Nanak Subzi Mandi,TX,90725.0,4550 W BUCKINGHAM RD,1098822.0,4575,-96.701843
75211,DALLAS,3864454.9911108,Convenience Store,DALLAS,-10786375.5312782,32.767281,,,,Cockrell Hill Shell,TX,90980.0,4291 DFW TPKE,1100402.0,1312,-96.89566
75006,DALLAS,3891832.57356794,Convenience Store,CARROLLTON,-10785719.9707969,32.973843,,,,Valero Corner Store 2741740,TX,91139.0,2146 N JOSEY LN,914437.0,2969,-96.889771
75062,DALLAS,3876291.67191584,Convenience Store,IRVING,-10800340.6727177,32.856647,,,,Corner Store 2742055,TX,91161.0,3950 VALLEY VIEW LN,913940.0,2467,-97.021111
75038,DALLAS,3879878.96159426,Convenience Store,IRVING,-10794012.4936245,32.883713,,,,Corner Store 2742419,TX,91241.0,5401 N MACARTHUR BLVD,914369.0,3104,-96.964264
75253,DALLAS,3852545.81057345,Discount Retail,DALLAS,-10753457.5786142,32.677277,,,,Dollar General 13350,TX,91579.0,1780 S BELT LINE RD,1061833.0,4905,-96.599953
75226,DALLAS,3866684.70078639,Convenience Store,DALLAS,-10774192.3922473,32.784122,,,,7-Eleven 33441,TX,92157.0,2608 ELM ST,929322.0,1422,-96.786217
75223,DALLAS,3867889.03340187,Convenience Store,DALLAS,-10769894.0127493,32.793217,,,,7-eleven 25250,TX,92165.0,5550 E GRAND AVE,929370.0,1620,-96.747604
75216,DALLAS,3858687.58572561,Convenience Store,DALLAS,-10771605.4386007,32.723705,,,,Overton Texaco,TX,92389.0,3926 E OVERTON RD,538224.0,2803,-96.762978
75238,DALLAS,3881325.79777774,Convenience Store,DALLAS,-10766071.3014354,32.894627,,,,QuikTrip 979,TX,92420.0,10101 ROYAL LN,1112002.0,1228,-96.713264
75141,DALLAS,3847233.00263602,Convenience Store,HUTCHINS,-10763457.1858331,32.637096,,,,QuikTrip 973,TX,92422.0,401 E WINTERGREEN RD,1112004.0,    ,-96.689781
75150,DALLAS,3868483.10142186,Convenience Store,MESQUITE,-10754783.28243,32.797703,Ste 125,,,Altaqwa Market and Bakery,TX,92620.0,2411 N GALLOWAY AVE,927425.0,7681,-96.611862
75180,DALLAS,3860399.40711038,Convenience Store,BALCH SPRINGS,-10754617.6390277,32.736641,,,,QuikTrip 982,TX,92640.0,12631 LAKE JUNE RD,928641.0,1801,-96.610374
75019,DALLAS,3886832.0072445,Convenience Store,COPPELL,-10797257.6794202,32.93615,,,,Quiktrip 969,TX,92653.0,1484 S BELT LINE RD,1062464.0,4906,-96.993416
75051,DALLAS,3856816.0615444,Convenience Store,GRAND PRAIRIE,-10797408.8512887,32.70956,,,,Circle K 2706114,TX,92654.0,726 E PIONEER PKWY,928648.0,4958,-96.994774
75216,DALLAS,3857871.99073087,Discount Retail,DALLAS,-10773156.230427,32.717541,,,,Family Dollar Store 7379,TX,93438.0,3428 BONNIE VIEW RD,868753.0,    ,-96.776909
75089,DALLAS,3883472.78361888,Discount Retail,ROWLETT,-10748600.3752724,32.91082,,,,Dollar Tree 3893,TX,93689.0,5707 LIBERTY GROVE RD,867412.0,3603,-96.55632
75061,DALLAS,3872617.24654363,Convenience Store,IRVING,-10794948.4679031,32.828915,,,,Payless Beer & Wine,TX,94009.0,2016 W GRAUWYLER RD,1106930.0,4346,-96.972672
75254,DALLAS,3889188.01614676,Super Store,ADDISON,-10778246.870741,32.953911,Ste 1012,,,Whole Foods Market 10473,TX,94023.0,5100 BELT LINE RD,1107005.0,    ,-96.822639
75235,DALLAS,3870774.23872715,Super Store,DALLAS,-10778917.9046315,32.815002,,,,Kroger 509,TX,94154.0,4901 MAPLE AVE,1051838.0,8210,-96.828667
75041,DALLAS,3876417.56504423,Discount Retail,GARLAND,-10758652.74793,32.857597,Ste B,,,Dollar Tree 5210,TX,94254.0,1202 W CENTERVILLE RD,1106181.0,5920,-96.646622
75081,DALLAS,3887163.34006889,Other,RICHARDSON,-10764136.6800049,32.938648,Ste 135,,,AZ Food Grocery,TX,94292.0,1551 E SPRING VALLEY RD,1103711.0,5364,-96.695885
75234,DALLAS,3885032.38882712,Discount Retail,DALLAS,-10784948.7493647,32.922581,Ste 110,,,Dollar Tree 5252,TX,94317.0,12895 JOSEY LN,1103867.0,8300,-96.882843
75220,DALLAS,3876560.1572053,Discount Retail,DALLAS,-10782552.0407279,32.858673,,,,Dollar General 13707,TX,94454.0,3515 W NORTHWEST HWY,1051396.0,5953,-96.861313
75044,DALLAS,3888314.05818144,Super Store,GARLAND,-10762516.9814139,32.947323,Ste 100,,,Dallas Superstore,TX,94468.0,3212 N JUPITER RD,1106209.0,6581,-96.681335
75237,DALLAS,3848817.56436996,Discount Retail,DALLAS,-10782484.9150749,32.649082,Ste 210,,,Dollar Tree 4305,TX,94476.0,2525 W WHEATLAND RD,1053278.0,3502,-96.86071
75243,DALLAS,3882415.61616547,Convenience Store,DALLAS,-10766199.6528083,32.902847,Ste 105,,,Beer & Wine Convenience Store Inc.,TX,94478.0,9220 SKILLMAN ST,1105035.0,7395,-96.714417
75116,DALLAS,3852241.10677088,Convenience Store,DUNCANVILLE,-10787861.8691192,32.674973,,,,Red Bird Mart,TX,95058.0,1411 N DUNCANVILLE RD,1442906.0,2209,-96.909012
75150,DALLAS,3871448.85763283,Convenience Store,MESQUITE,-10758084.573249,32.820095,,,,1 St Stop,TX,95206.0,4100 GUS THOMASSON RD,1442210.0,2226,-96.641518
75041,DALLAS,3881217.48437108,Convenience Store,GARLAND,-10760757.2429034,32.89381,,,,QuikTrip 908,TX,95712.0,2010 S SHILOH RD,897507.0,1336,-96.665527
75080,DALLAS,3888855.5648366,Convenience Store,RICHARDSON,-10768663.3757786,32.951405,,,,Quiktrip 960,TX,96005.0,522 W BELT LINE RD,1055031.0,6306,-96.736549
75235,DALLAS,3873148.35872746,Convenience Store,DALLAS,-10781776.589155,32.832924,,,,Amigo's Grocery,TX,96039.0,2259 ANSON RD,1055246.0,3502,-96.854347
75115,DALLAS,3844835.94020022,Convenience Store,DESOTO,-10782068.8028184,32.618961,,,,7-eleven Convenience Store 22904,TX,96171.0,1500 N HAMPTON RD,1058518.0,2302,-96.856972
75243,DALLAS,3883241.1347444,Convenience Store,DALLAS,-10767859.0924576,32.909073,,,,Quiktrip 900,TX,96334.0,9500 FOREST LN,1054514.0,5935,-96.729324
75150,DALLAS,3874276.9026878,Convenience Store,MESQUITE,-10756253.4789449,32.841442,,,,Discount Tobacco And Beverage Corner ,TX,96449.0,1431 OATES DR,1059602.0,1345,-96.625069
75205,DALLAS,3871112.80171631,Convenience Store,DALLAS,-10775055.2296204,32.817558,,,,7-Eleven 24584A,TX,96475.0,4201 TRAVIS ST,1055826.0,4449,-96.793968
75019,DALLAS,3893705.03478285,Convenience Store,COPPELL,-10797232.1872568,32.987953,,,,A Taste of Market 564,TX,96726.0,750 N DENTON TAP RD,1134041.0,2162,-96.993187
75249,DALLAS,3848579.98555856,Super Store,DALLAS,-10791927.479562,32.647285,,,,Walmart Supercenter 5810,TX,96837.0,7075 W WHEATLAND RD,1134811.0,1067,-96.945534
75234,DALLAS,3883205.2010698,Supermarket,DALLAS,-10783590.7628965,32.908802,Ste 245,,,ALDI 75043,TX,96847.0,3128 FOREST LN,1058021.0,7005,-96.870644
75234,DALLAS,3841010.50221671,Supermarket,CEDAR HILL,-10789609.6964442,32.590012,,,,ALDI 75063,TX,96853.0,805 E BELTLINE RD,1058023.0,    ,-96.924713
75214,DALLAS,3873674.99026833,Convenience Store,DALLAS,-10770438.4763787,32.836899,,,,7-Eleven,TX,96868.0,4200 ABRAMS RD,1058096.0,2341,-96.752495
75051,DALLAS,3860724.9671217,Discount Retail,GRAND PRAIRIE,-10799600.8433819,32.739101,,,,Family Dollar Store 2337,TX,96999.0,610 S CARRIER PKWY,1136178.0,    ,-97.014465
75220,DALLAS,3876614.7561487,Convenience Store,DALLAS,-10784788.2266589,32.859085,,,,Fuel City Friendly's 0,TX,97166.0,10025 HARRY HINES BLVD,1444303.0,4405,-96.881401
75227,DALLAS,3863481.86787165,Super Store,DALLAS,-10762866.079337,32.75993,,,,Walmart Neighborhood Market 3015,TX,97378.0,2827 S BUCKNER BLVD,1109094.0,6906,-96.684471
75247,DALLAS,3872428.73331757,Convenience Store,DALLAS,-10785471.9509714,32.827492,,,,Quick Stop,TX,97564.0,1055 REGAL ROW,1443520.0,4497,-96.887543
75061,DALLAS,3871055.71157808,Convenience Store,IRVING,-10790577.0628192,32.817127,Ste H,,,Zara Food Mart ,TX,97770.0,1102 E PIONEER DR,1443631.0,7862,-96.933403
75217,DALLAS,3853659.28943911,Discount Retail,DALLAS,-10759754.2542914,32.685696,,,,Family Dollar Store 10418,TX,98142.0,9636 BRIERWOOD LN,1136928.0,8205,-96.656517
75202,DALLAS,3866114.55613222,Convenience Store,DALLAS,-10775868.0845422,32.779816,,,,7-eleven Convenience Store 34120B,TX,98155.0,1295 COMMERCE ST,1645355.0,4323,-96.80127
75234,DALLAS,3886987.85718713,Super Store,DALLAS,-10785532.1748159,32.937325,,,,El Rancho 1628,TX,98201.0,2770 VALWOOD PKWY,1137421.0,3530,-96.888084
75081,DALLAS,3888269.48647893,Convenience Store,RICHARDSON,-10765932.9313084,32.946987,Ste 100,,,Ice House Beverage,TX,98227.0,940 E BELT LINE RD,1641640.0,3714,-96.712021
75211,DALLAS,3862111.47698314,Convenience Store,DALLAS,-10784286.287075,32.749577,,,,Circle K 2741192,TX,98231.0,3511 W DAVIS ST,1137588.0,3005,-96.876892
75052,DALLAS,3849983.18435266,Convenience Store,GRAND PRAIRIE,-10801027.7366148,32.657898,,,,Circle K 2742206,TX,98281.0,1729 W POLO RD,897761.0,1805,-97.027283
75238,DALLAS,3879257.01202287,Pharmacy,DALLAS,-10766541.848923,32.879021,,,,WALGREENS 11514,TX,98282.0,9807 WALNUT HILL LN,898277.0,2095,-96.717491
75211,DALLAS,3860359.57294556,Super Store,DALLAS,-10785991.7016739,32.73634,,,,El Rancho 1616,TX,98455.0,4450 W JEFFERSON BLVD,897957.0,4623,-96.892212
75062,DALLAS,3873852.39422726,Super Store,IRVING,-10797001.1993134,32.838238,,,,Target Store 255,TX,98480.0,3333 W AIRPORT FWY,898197.0,5992,-96.991112
75001,DALLAS,3888825.71631736,Super Store,ADDISON,-10781763.8987331,32.95118,,,,Target Store 1850,TX,98494.0,3730 BELT LINE RD,898228.0,4301,-96.854233
75243,DALLAS,3882392.94373083,Super Store,DALLAS,-10766237.8353937,32.902676,Ste 101,,,Jtc Bless Import,TX,98501.0,9220 SKILLMAN ST,1179253.0,7325,-96.71476
75146,DALLAS,3842848.73587934,Convenience Store,LANCASTER,-10774376.6260045,32.603924,,,,HMS Mart,TX,98703.0,1458 W PLEASANT RUN RD,1444851.0,1328,-96.787872
75060,DALLAS,3868944.36571951,Convenience Store,IRVING,-10792035.3481486,32.801186,,,,7-Eleven 19091,TX,98750.0,100 E SHADY GROVE RD,898838.0,6011,-96.946503
75206,DALLAS,3870748.54224691,Supermarket,DALLAS,-10772444.4536028,32.814808,,,,Trader Joe's 403,TX,99032.0,2001 GREENVILLE AVE,1110794.0,7123,-96.770515
75254,DALLAS,3889131.76673906,Convenience Store,DALLAS,-10776150.8360488,32.953487,,,,7-eleven Convenience Store 35415,TX,99593.0,15050 PRESTON RD,1064991.0,9167,-96.80381
75235,DALLAS,3870786.95453193,Pharmacy,DALLAS,-10778930.5950534,32.815098,,,,CVS PHARMACY 10670,TX,99629.0,4930 MAPLE AVE,1232561.0,8297,-96.828781
75228,DALLAS,3871674.18075026,Convenience Store,DALLAS,-10761847.7286352,32.821796,,,,Martsmart,TX,99740.0,2347 OATES DR,1111484.0,3832,-96.675323
75214,DALLAS,3870402.96977514,Convenience Store,DALLAS,-10768138.5043795,32.812199,,,,Lion Beverage Mart,TX,99773.0,7272 GASTON AVE,1067203.0,4124,-96.731834
75227,DALLAS,3862361.37315286,Discount Retail,DALLAS,-10762700.4359347,32.751465,,,,Family Dollar 10734,TX,99853.0,2223 S BUCKNER BLVD,1111578.0,8646,-96.682983
75060,DALLAS,3870013.83208452,Convenience Store,IRVING,-10789325.1638257,32.809261,,,,One Stop Mart,TX,99945.0,501 S LOOP 12,1066747.0,3351,-96.922157
75061,DALLAS,3872623.20800904,Convenience Store,IRVING,-10797311.1127757,32.82896,,,,Circle K 2742413,TX,100171.0,1401 N BELT LINE RD,900663.0,1518,-96.993896
75231,DALLAS,3876968.59525425,Super Store,DALLAS,-10770624.4912479,32.861755,,,,Walmart Supercenter 5823,TX,100396.0,6185 RETAIL RD,1016239.0,7807,-96.754166
75060,DALLAS,3870417.00970083,Convenience Store,IRVING,-10790870.9462749,32.812305,#100,,,Magic Dollar,TX,100591.0,828 E IRVING BLVD,1235175.0,    ,-96.936043
75241,DALLAS,3849341.12718539,Convenience Store,DALLAS,-10770446.93666,32.653042,,,,TA Dallas South 150,TX,100765.0,7751 BONNIE VIEW RD,1017123.0,7418,-96.752571
75040,DALLAS,3887050.06510412,Convenience Store,GARLAND,-10753826.1574482,32.937794,,,,Homeboys Shell,TX,100787.0,2510 FIREWHEEL PKWY,1233357.0,3958,-96.603264
75225,DALLAS,3877481.74714376,Convenience Store,DALLAS,-10774334.992515,32.865627,,,,7-ELEVEN 26885,TX,100809.0,6833 W NORTHWEST HWY,899871.0,4202,-96.787498
75001,DALLAS,3892239.95107055,Other,ADDISON,-10779678.8846705,32.976913,,,,Star Medical Specialties,TX,101209.0,4386 SUNBELT DR,1447047.0,5611,-96.835503
75149,DALLAS,3867281.7536471,Convenience Store,MESQUITE,-10759386.5660133,32.788631,,,,Scki Food Mart,TX,101596.0,1700 S TOWN EAST BLVD,1446612.0,1131,-96.653214
75206,DALLAS,3870171.57831806,Supermarket,DALLAS,-10772763.8292219,32.810452,,,,Sprouts Farmers Market 126,TX,102114.0,1800 N HENDERSON AVE,1079419.0,7525,-96.773384
75052,DALLAS,3853395.4255324,Discount Retail,GRAND PRAIRIE,-10798930.8113668,32.683701,,,,Family Dollar Store 10822,TX,102157.0,3709 S CARRIER PKWY,1153761.0,6659,-97.008446
75137,DALLAS,3848255.28901639,Supermarket,DUNCANVILLE,-10785889.7330203,32.644829,,,,WinCo Foods 124,TX,102177.0,800 S COCKRELL HILL RD,1153959.0,2622,-96.891296
75215,DALLAS,3860935.52718312,Convenience Store,DALLAS,-10770539.5544764,32.740692,,,,Big Daddy's Supermarket,TX,102404.0,6204 BEXAR ST,1149684.0,5303,-96.753403
75048,DALLAS,3891895.73605763,Super Store,SACHSE,-10749996.6556454,32.974319,,,,Walmart Supercenter 5673,TX,102416.0,8015 WOODBRIDGE PARKWAY,1152356.0,    ,-96.568863
75212,DALLAS,3865931.70787314,Convenience Store,DALLAS,-10788627.079299,32.778435,,,,7-eleven Convenience Store 35384,TX,102502.0,5910 SINGLETON BLVD,1081031.0,3131,-96.915886
75202,DALLAS,3866196.77919257,Convenience Store,DALLAS,-10776169.5377233,32.780437,,,,Westend Tobacco And Food Mart,TX,102521.0,909 ELM ST,1151602.0,3100,-96.803978
75228,DALLAS,3869026.21122932,Convenience Store,DALLAS,-10766088.3333175,32.801804,,,,Highland Mart,TX,102529.0,8002 FERGUSON RD,1150886.0,5848,-96.713417
75228,DALLAS,3874327.91363078,Convenience Store,DALLAS,-10760759.8032517,32.841827,,,,RaceTrac 2336,TX,102576.0,10707 FERGUSON RD,1151263.0,2613,-96.66555
75220,DALLAS,3876455.46576586,Convenience Store,DALLAS,-10783922.8289375,32.857883,,,,RaceTrac 2337,TX,102577.0,2807 W NORTHWEST HWY,1151264.0,6215,-96.873627
75209,DALLAS,3875564.83110865,Supermarket,DALLAS,-10777776.4345729,32.851162,Ste 168,,,Trader Joe's 405,TX,102597.0,5550 W LOVERS LN,1151501.0,4268,-96.818413
75115,DALLAS,3842870.93596002,Supermarket,DESOTO,-10782141.8284043,32.604092,,,,ALDI 75074,TX,102664.0,102 W PLEASANT RUN RD,1153192.0,3910,-96.857628
75062,DALLAS,3875525.34314113,Discount Retail,IRVING,-10795439.275538,32.850864,,,,Family Dollar 8762,TX,102842.0,2401 FINLEY RD,1080732.0,3302,-96.977081
