"1462","3803 IRVING MALL, IRVING, TX, 75062","Match","Exact","3803 IRVING MALL, IRVING, TX, 75062","-96.994304958083,32.841102633578","102998758","R"
"1461","7150 CHAUCER PL STE 108, DALLAS, TX, 75237","Match","Exact","7150 CHAUCER PL, DALLAS, TX, 75237","-96.867815601763,32.661497188212","102952641","L"
"1460","3706 CHEYENNE ST, IRVING, TX, 75038","Match","Exact","3706 CHEYENNE ST, IRVING, TX, 75038","-97.001523965312,32.857143765295","103202990","L"
"1459","11124 MANORVIEW CIR, DALLAS, TX, 75228","Match","Exact","11124 MANORVIEW CIR, DALLAS, TX, 75228","-96.653501592374,32.842635342249","102930187","R"
"1458","800 E ARAPAHO RD STE 104, RICHARDSON, TX, 75081","Match","Exact","800 E ARAPAHO RD, RICHARDSON, TX, 75081","-96.713699865114,32.960573375769","102915385","R"
"1457","2743 CEDAR CREST BLVD, DALLAS, TX, 75203","Match","Exact","2743 CEDAR CREST BLVD, DALLAS, TX, 75203","-96.789305540152,32.739772296554","102950771","L"
"1456","16117 LONGVISTA DR, DALLAS, TX, 75248","Match","Exact","16117 LONGVISTA DR, DALLAS, TX, 75248","-96.783345688237,32.971408812695","102900332","L"
"1455","1201 W CAMP WISDOM RD, DALLAS, TX, 75232","Match","Exact","1201 W CAMP WISDOM RD, DALLAS, TX, 75232","-96.841761307035,32.662248769098","103219222","R"
"1454","3610 W JEFFERSON BLVD STE 100, COCKRELL HILL, TX, 75211","Match","Non_Exact","3610 W JEFFERSON BLVD, DALLAS, TX, 75211","-96.878754057675,32.740314781193","103266242","R"
"1453","2913 MONTICELLO LN, LANCASTER, TX, 75134","Match","Exact","2913 MONTICELLO LN, LANCASTER, TX, 75134","-96.802207507457,32.623843474368","627209842","L"
"1452","11437 SHILOH RD, DALLAS, TX, 75228","Match","Exact","11437 SHILOH RD, DALLAS, TX, 75228","-96.666014205379,32.850119739405","102929893","L"
"1473","2929 BELT LINE RD, GARLAND, TX, 75044","Match","Exact","2929 BELT LINE RD, GARLAND, TX, 75044","-96.671461129836,32.944910701605","103252269","L"
"1472","3030 LYNDON B JOHNSON FWY STE 1630, DALLAS, TX, 75234","Match","Exact","3030 LYNDON B JOHNSON FWY, DALLAS, TX, 75234","-96.86754019981,32.914245831876","103272086","L"
"1471","6504 HIGHWAY 78, SACHSE, TX, 75048","Match","Exact","6504 STATE HWY 78, SACHSE, TX, 75048","-96.588972374697,32.980275865037","103184164","R"
"1470","2475 S COCKRELL HILL RD STE 100, DALLAS, TX, 75211","Match","Exact","2475 S COCKRELL HILL RD, DALLAS, TX, 75211","-96.891592973989,32.718646584655","102940334","R"
"0","3046 FOREST LN STE B, DALLAS, TX, 75234","Match","Non_Exact","3046 FOREST LN, DALLAS, TX, 75234","-96.875249082081,32.909537128346","634282456","R"
"1","1122 W CENTERVILLE RD, GARLAND, TX, 75041","No_Match"
