TAXPAYER_NUMBER,TAXPAYER_NAME,TAXPAYER_ADDRESS,TAXPAYER_CITY,TAXPAYER_STATE,TAXPAYER_ZIP_CODE,TAXPAYER_COUNTY_CODE,TAXPAYER_ORGANIZATION_TYPE,OUTLET_NUMBER,OUTLET_NAME,OUTLET_ADDRESS,OUTLET_CITY,OUTLET_STATE,OUTLET_ZIP_CODE,OUTLET_COUNTY_CODE,OUTLET_NAICS_CODE,OUTLET_INSIDE/OUTSIDE_CITY_LIMITS_INDICATOR,OUTLET_PERMIT_ISSUE_DATE,OUTLET_FIRST_SALES_DATE,ID,Latitude,Longitude,Match_Status,Match_Type
17527673150,"ORTEGA INVESTMENTS, INC.",2727 LYNDON B JOHNSON FWY STE 927,FARMERS BRNCH,TX,75234,57,CT,3,LA AZTECA MEAT MARKET #2,3046 FOREST LN STE B,DALLAS,TX,75234,57.0,445210.0,Y,04/02/2007,04/05/2007,0,32.909537128346,-96.875249082081,Match,Non_Exact
32050333254,"WINCO FOODS, LLC",PO BOX 5756 ATTN: KIRBY SANDBERG,BOISE,ID,83705,0,CI,6,WINCO FOODS,1122 W CENTERVILLE RD,GARLAND,TX,75041,57.0,445110.0,Y,11/24/2014,02/03/2015,1,,,No_Match,
32085465873,JMSY FAMILY INC,2332 BELLA CT,CARROLLTON,TX,75010,61,CT,1,DONUT HOUSE,6421 RIVERSIDE DR STE 110,IRVING,TX,75039,57.0,445291.0,Y,07/21/2022,08/01/2022,2,32.897319553596,-96.939050248351,Match,Exact
32059446701,JOSEFINA SANCHEZ,1639 S BUCKNER BLVD,DALLAS,TX,75217,57,IS,1,DULCERIA EMMANUEL,1639 S BUCKNER BLVD,DALLAS,TX,75217,57.0,445292.0,Y,02/01/2016,01/01/2016,3,32.740362487008,-96.683041428861,Match,Non_Exact
32044349556,KIM & KU INC.,11445 EMERALD ST STE 112,DALLAS,TX,75229,57,CT,3,SK DONUTS,5181 KELLER SPRINGS RD STE 103,DALLAS,TX,75248,57.0,445291.0,Y,05/02/2019,05/15/2019,4,,,No_Match,
32063121290,BLIS LLC,1900 S JOSEY LN,CARROLLTON,TX,75006,57,CL,1,POSCO BEER & WINE,1900 S JOSEY LN,CARROLLTON,TX,75006,57.0,445120.0,Y,04/05/2017,05/15/2017,5,32.96467488744,-96.889922895209,Match,Non_Exact
32040748454,"SHAYONA VEGETARIAN, LLC",81 SUTTONS LN,PISCATAWAY,NJ,08854,0,CL,8,BAPS SHAYONA,4601 N STATE HIGHWAY 161,IRVING,TX,75038,57.0,445299.0,Y,08/09/2010,07/01/2010,6,,,No_Match,
32068166191,AFSA ENTERPRISES INC,1600 MARSH LN STE 100,CARROLLTON,TX,75006,57,CT,1,ONE STOP FOOD STORE,1600 MARSH LN STE 100,CARROLLTON,TX,75006,57.0,445120.0,Y,10/18/2018,10/15/2018,7,,,No_Match,
32069866518,MARIA ANDREE BOUTIQUE BAKERY LLC,6906 SNIDER PLZ,DALLAS,TX,75205,57,CL,1,MARIA ANDREE BOUTIQUE BAKERY,6906 SNIDER PLZ,DALLAS,TX,75205,57.0,445291.0,Y,12/15/2020,12/18/2020,8,32.849445592542,-96.787728484408,Match,Exact
32063533080,TEAM BAILEY LLC,7720 WINDSOR DR,ALLENTOWN,PA,18106,0,CL,9,DOMINO'S #6971,2615 OAK LAWN AVE STE 110,DALLAS,TX,75219,57.0,445299.0,Y,12/13/2017,01/08/2018,9,32.805478942931,-96.812826299989,Match,Exact
17418740332,"FIESTA MART, L.L.C.",600 CITADEL DR,COMMERCE,CA,90040,0,CL,64,FIESTA MART #40,5334 ROSS AVE,DALLAS,TX,75206,57.0,445110.0,Y,03/26/1996,03/26/1996,10,32.809707500376,-96.771919018348,Match,Exact
14312832968,"MORAN FOODS, LLC",400 NORTHWEST PLAZA DR,SAINT ANN,MO,63074,0,CI,82,SAVE-A-LOT #757,2233 N PRAIRIE CREEK RD,DALLAS,TX,75227,57.0,445110.0,Y,12/22/2010,01/06/2011,11,32.750592964147,-96.665240874123,Match,Exact
17427437011,SPEC'S FAMILY CORP.,2410 SMITH ST,HOUSTON,TX,77006,101,CT,93,"SPEC'S WINES, SPIRITS & FINER FOODS, #218, SFP DIS",4136 S CARRIER PKWY STE 350,GRAND PRAIRIE,TX,75052,57.0,445310.0,Y,01/27/2023,02/01/2023,12,32.671294448561,-97.00577681277,Match,Exact
32097165180,ONHAND VENDING LLC,757 LAKE CAROLYN PKWY APT 1235,IRVING,TX,75039,57,CL,1,ONHAND VENDING LLC,757 LAKE CAROLYN PKWY APT 1235,IRVING,TX,75039,57.0,445120.0,Y,10/22/2024,10/25/2024,13,32.864310710255,-96.92903041087,Match,Exact
17606039679,"RANDALL'S BEVERAGE COMPANY, INC.",PO BOX 29096,PHOENIX,AZ,85038,0,CT,139,TOM THUMB #1783,2645 ARAPAHO ROAD,GARLAND,TX,75044,57.0,445110.0,Y,05/10/2005,06/01/2005,14,32.959649205707,-96.66480715366,Match,Exact
32051781550,RMB CAPITAL HOLDING INC,4928 COLUMBIA AVE,DALLAS,TX,75214,57,CT,1,JOHNNYS LIQUOR #3,4928 COLUMBIA AVE,DALLAS,TX,75214,57.0,445310.0,Y,09/09/2013,09/20/2013,15,32.795636755487,-96.76286026737,Match,Exact
17430997936,TEXAS HALA CORP.,3901 W NORTHGATE DR,IRVING,TX,75062,57,CT,1,ZAM ZAM SUPERMARKET,3901 W NORTHGATE DR,IRVING,TX,75062,57.0,445110.0,Y,02/02/2006,02/10/2006,16,32.857144162513,-97.001659392401,Match,Exact
32063533080,TEAM BAILEY LLC,7720 WINDSOR DR,ALLENTOWN,PA,18106,0,CL,2,DOMINO'S #6564,4880 SUNNYVALE ST,DALLAS,TX,75216,57.0,445299.0,Y,12/13/2017,01/08/2018,17,32.695852867056,-96.772808533826,Match,Exact
32063533080,TEAM BAILEY LLC,7720 WINDSOR DR,ALLENTOWN,PA,18106,0,CL,18,DOMINO'S #6918,10909 WEBB CHAPEL RD STE 118,DALLAS,TX,75229,57.0,445299.0,Y,12/13/2017,01/08/2018,18,,,No_Match,
32063533080,TEAM BAILEY LLC,7720 WINDSOR DR,ALLENTOWN,PA,18106,0,CL,12,DOMINO'S #6975,222 N STORY RD STE 118,IRVING,TX,75061,57.0,445299.0,Y,12/13/2017,01/08/2018,19,32.816543194923,-96.97632744756,Match,Exact
32020855790,"RICHLAND MARKET GROCERY, INC.",9410 WALNUT ST STE 102,DALLAS,TX,75243,57,CT,1,RICHLAND MARKET GROCERY INC,9410 WALNUT ST STE 102,DALLAS,TX,75243,57.0,445120.0,Y,10/27/2006,10/01/2006,20,32.923353592746,-96.736977667789,Match,Exact
32063533080,TEAM BAILEY LLC,7720 WINDSOR DR,ALLENTOWN,PA,18106,0,CL,13,DOMINO'S #6983,2220 MARSH LN STE 100,CARROLLTON,TX,75006,57.0,445299.0,Y,12/13/2017,01/08/2018,21,32.969806885481,-96.854551845869,Match,Exact
32061904648,HIWOT TEGEN,1437 S JUPITER RD,GARLAND,TX,75042,57,IS,1,HIWOT INJERA,1437 S JUPITER RD,GARLAND,TX,75042,57.0,445230.0,Y,01/25/2024,11/01/2016,22,32.89974727066,-96.683132833685,Match,Exact
32070797942,CATHERINE BUI,3906 BURNING TREE LN,GARLAND,TX,75042,57,IS,1,HUONG VIET,1303 W BUCKINGHAM RD STE 101,GARLAND,TX,75040,57.0,445299.0,Y,05/22/2019,07/01/2019,23,32.931223191595,-96.646442579235,Match,Exact
14312832968,"MORAN FOODS, LLC",400 NORTHWEST PLAZA DR,SAINT ANN,MO,63074,0,CI,47,SAVE-A-LOT #738,1150 W KIEST BLVD STE 201,DALLAS,TX,75224,57.0,445110.0,Y,11/14/2005,07/01/2005,24,32.705729983048,-96.841727619896,Match,Exact
32067949753,MARIA E ZANAS,6417 SILVERY MOON DR,DALLAS,TX,75241,57,IS,1,MI RINCON LATINO,11206 LAKE JUNE RD STE E,BALCH SPRINGS,TX,75180,57.0,445120.0,Y,05/10/2019,08/15/2018,25,32.733993720857,-96.63490845274,Match,Non_Exact
32049263703,VARSHA INC,1117 SHEARWATER LN,GARLAND,TX,75043,57,CT,1,EXPRESS WAY,3925 BROADWAY BLVD,GARLAND,TX,75043,57.0,445120.0,Y,10/19/2012,01/10/2013,26,32.866023234539,-96.607047882609,Match,Exact
16806574493,MONTEREY FOODS LLC,2501 E GUASTI RD,ONTARIO,CA,91761,0,CL,1,EL RANCHO #15,10020 MARSH LN,DALLAS,TX,75229,57.0,445110.0,Y,12/10/2007,02/01/2008,27,32.881246807063,-96.856051562125,Match,Exact
17418740332,"FIESTA MART, L.L.C.",600 CITADEL DR,COMMERCE,CA,90040,0,CL,98,FIESTA MART # 70,1235 S JOSEY LN,CARROLLTON,TX,75006,57.0,445110.0,Y,08/15/2008,10/01/2008,28,32.950704227597,-96.890122945445,Match,Exact
32084608457,K&A HUTCHINS INC,3044 OLD DENTON RD STE 300,CARROLLTON,TX,75007,61,CT,1,LA PLAZA FOOD MARKETS,801 W PALESTINE ST # 106,HUTCHINS,TX,75141,57.0,445310.0,Y,07/14/2022,08/01/2022,29,32.648903065065,-96.708404384865,Match,Non_Exact
14312832968,"MORAN FOODS, LLC",400 NORTHWEST PLAZA DR,SAINT ANN,MO,63074,0,CI,84,SAVE-A-LOT #755,1055 W PLEASANT RUN RD,LANCASTER,TX,75146,57.0,445110.0,Y,12/17/2012,01/11/2013,30,32.605209630585,-96.778390892493,Match,Exact
32062591105,SAI KAMALESORI INC,8505 REVENUE WAY,N RICHLND HLS,TX,76182,220,CT,1,FOOD PLUS,6214 SAMUELL BLVD,DALLAS,TX,75228,57.0,445120.0,Y,10/24/2024,02/01/2017,31,32.792075828527,-96.698767667295,Match,Exact
32063533080,TEAM BAILEY LLC,7720 WINDSOR DR,ALLENTOWN,PA,18106,0,CL,8,DOMINO'S #6927,13260 JOSEY LN STE 117,FARMERS BRANCH,TX,75234,57.0,445299.0,Y,12/13/2017,01/08/2018,32,32.925111713213,-96.881465520127,Match,Exact
32029362228,MEXICO FOODS LLC,PO BOX 2069,ADDISON,TX,75001,57,CL,2,EL RANCHO,2314 W ILLINOIS AVE,DALLAS,TX,75224,57.0,445110.0,Y,09/07/2023,07/01/2023,33,32.72015806774,-96.856342553572,Match,Exact
32090671267,SARAV GROUP LLC,6700 SLEEPY RIVER ST,MCKINNEY,TX,75070,43,CL,1,CREAMISTRY,5100 BELT LINE RD STE 610,DALLAS,TX,75254,57.0,445299.0,Y,07/28/2023,07/28/2023,34,32.953965297782,-96.821670972107,Match,Exact
32051896580,MSQ FROG LLC,21620 I-20,CANTON,TX,75103,234,CL,1,SWEET FROG,1515 N TOWN EAST BLVD STE 121,MESQUITE,TX,75150,57.0,445299.0,Y,12/10/2013,12/01/2013,35,32.810946544914,-96.61808014044,Match,Exact
32055078714,SMZ FOOD MART INC,2001 DOVE CREEK LN,MESQUITE,TX,75149,57,CT,1,STOP N SHOP FOOD MART BEER & WINE,3195 GREAT TRINITY FOREST WAY # A1,DALLAS,TX,75216,57.0,445120.0,Y,12/11/2014,01/01/2015,36,,,No_Match,
32082147748,SHIVASUNI LLC,6714 CHRISTINA LN,GARLAND,TX,75043,57,CL,1,RARA FOOD MART,3300 SHEPHERD LN STE A,BALCH SPRINGS,TX,75180,57.0,445120.0,Y,12/14/2021,12/24/2021,37,32.724621125423,-96.613992735194,Match,Non_Exact
32041807838,"47ST02 ENTERPRISES, INC.",4702 E GRAND AVE,DALLAS,TX,75223,57,CT,1,$ STUFF & MORE,4702 E GRAND AVE,DALLAS,TX,75223,57.0,445120.0,Y,05/17/2010,05/15/2010,38,32.785527888134,-96.756310312053,Match,Exact
17523093270,"MADERA-PAAN, INC.",1405 MARTIN LUTHER KING JR BLVD,DALLAS,TX,75215,57,CT,1,BIG D CUTRATE BEER & WINE,1405 MARTIN LUTHER KING JR BLVD,DALLAS,TX,75215,57.0,445310.0,Y,01/13/1990,01/01/1990,39,32.759588899155,-96.779758275348,Match,Exact
32063533080,TEAM BAILEY LLC,7720 WINDSOR DR,ALLENTOWN,PA,18106,0,CL,5,DOMINO'S #6934,518 W ARAPAHO RD STE B103,RICHARDSON,TX,75080,57.0,445299.0,Y,12/13/2017,01/08/2018,40,32.961510474216,-96.735408594202,Match,Exact
32090671267,SARAV GROUP LLC,6700 SLEEPY RIVER ST,MCKINNEY,TX,75070,43,CL,2,CREAMISTRY,5250 N OCONNOR BLVD STE 140,IRVING,TX,75039,57.0,445299.0,Y,07/28/2023,07/28/2023,41,32.869935863141,-96.937950307763,Match,Non_Exact
32081168026,LOSING FRIENDS AND FINDING PEACE INC,11306 LYNDON B JOHNSON FWY STE 100,DALLAS,TX,75238,57,CT,1,THE CORNER SPOT,11306 LYNDON B JOHNSON FWY STE 100,DALLAS,TX,75238,57.0,445120.0,Y,10/19/2021,11/01/2021,42,32.878564489602,-96.689439911806,Match,Exact
32055886785,"MACARTHUR IRVING GROCERY, LLC",3700 25TH AVE FRNT A,SCHILLER PARK,IL,60176,16,CI,1,PATEL BROTHERS IRVING 2,8151 WALTON BLVD,IRVING,TX,75063,57.0,445110.0,Y,07/21/2015,08/01/2015,43,,,No_Match,
32009285167,MARIA L RODRIGUEZ,2210 ELMWOOD BLVD,DALLAS,TX,75224,57,IS,7,LA CAMPESINA,712 S WALTON WALKER BLVD STE 1-D,DALLAS,TX,75211,57.0,445292.0,Y,09/25/2024,07/01/2006,44,32.750682145297,-96.920244386608,Match,Non_Exact
32073842455,"SINGH AND SONS INVESTMENTS, LLC",3629 HANOVER CT,THE COLONY,TX,75056,61,CL,1,BALCH SPRINGS LIQUOR ZONE,1820 W BRUTON RD,BALCH SPRINGS,TX,75180,57.0,445310.0,Y,05/19/2020,06/01/2020,45,32.748513209009,-96.626565578631,Match,Exact
32069368218,"LMMM DALLAS #3, LTD.",8830 LONG POINT RD STE 700,HOUSTON,TX,77055,101,PL,1,LA MICHOACANA MEAT MARKET,2441 W WALNUT ST STE 225,GARLAND,TX,75042,57.0,445110.0,Y,10/03/2019,12/01/2019,46,32.916420451999,-96.664518027445,Match,Exact
32040447735,TOM & ANH LE CORP.,3010 RUSSELL RD,ARLINGTON,TX,76001,220,CT,1,SONNY'S LIQUOR,2450 WALNUT HILL LN,DALLAS,TX,75229,57.0,445310.0,Y,10/23/2009,12/01/2009,47,32.880930878726,-96.896482669308,Match,Exact
32101430521,SHABAD LLC,117 S CARROLL AVE,DALLAS,TX,75226,57,CL,1,BIG JIM DISCOUNT LIQUOR,117 S CARROLL AVE,DALLAS,TX,75226,57.0,445310.0,Y,08/18/2025,08/20/2025,48,32.791088263127,-96.767095747407,Match,Exact
32093101692,ASA 2024 LLC,3532 TREETOP DR,EULESS,TX,76040,220,CL,1,SHOP AND GO,1900 N HALL ST,DALLAS,TX,75204,57.0,445120.0,Y,01/23/2024,02/01/2024,49,32.797083256121,-96.790966785408,Match,Non_Exact
32042803174,ORCHARD AT THE OFFICE LLC,797 N GROVE RD STE 105,RICHARDSON,TX,75081,57,CL,1,ORCHARD AT THE OFFICE,797 N GROVE RD STE 105,RICHARDSON,TX,75081,57.0,445299.0,Y,07/24/2023,05/01/2020,50,32.956780939776,-96.718650768463,Match,Exact
17106365988,QUALITY LICENSING CORP.,508 SW 8TH ST,BENTONVILLE,AR,72712,0,CT,243,QUALITY LICENSING CORP (STORE# 3225),2501 LAKEVIEW PKWY,ROWLETT,TX,75088,57.0,445310.0,Y,05/20/2004,06/01/2004,51,,,No_Match,
14312832968,"MORAN FOODS, LLC",400 NORTHWEST PLAZA DR,SAINT ANN,MO,63074,0,CI,78,SAVE-A-LOT #752,2611 S LANCASTER RD,DALLAS,TX,75216,57.0,445110.0,Y,02/25/2009,02/16/2009,52,32.716732080961,-96.804624746015,Match,Exact
32049867743,M& Z BUSINESS INVESTMENT LLC,5716 EAGLEBEND DR,RICHARDSON,TX,75082,43,CL,1,SMART-MART C-STORE,3150 E LEDBETTER DR,DALLAS,TX,75216,57.0,445120.0,Y,01/25/2024,03/15/2013,53,32.695740426264,-96.768467835446,Match,Exact
32046375583,400 SLBW LLC,"460 N LAMAR ST, STE#300",DALLAS,TX,75202,57,CL,3,STAR LIQUOR BEER & WINE,460 N LAMAR ST # 300,DALLAS,TX,75202,57.0,445310.0,Y,04/04/2014,09/15/2014,54,32.781703622844,-96.804964493548,Match,Exact
32063533080,TEAM BAILEY LLC,7720 WINDSOR DR,ALLENTOWN,PA,18106,0,CL,23,DOMINO'S #6930,6451 RIVERSIDE DR,IRVING,TX,75039,57.0,445299.0,Y,08/20/2018,07/09/2018,55,32.897511645472,-96.939132144645,Match,Exact
32037759795,VU AND HU CORPORATION,2215 S MARSALIS AVE,DALLAS,TX,75216,57,CT,1,FOOD-RITE MARKET,2215 S MARSALIS AVE,DALLAS,TX,75216,57.0,445110.0,Y,09/17/2008,10/01/2008,56,32.721236634864,-96.814617577707,Match,Exact
32069897281,1214 BPH PARTNERS LLC,460 N LAMAR ST STE 300,DALLAS,TX,75202,57,CL,1,"CHEERS LIQUOR, BEER & WINE",5460 LEMMON AVE,DALLAS,TX,75209,57.0,445310.0,Y,05/07/2019,07/01/2019,57,32.827962271432,-96.823988815824,Match,Exact
17606613929,"RUVALCABA MEAT MARKET, LTD.",PO BOX 55009,HOUSTON,TX,77255,101,PL,1,LA MICHOACANA MEAT MARKET DALLAS #9,1506 S BUCKNER BLVD,DALLAS,TX,75217,57.0,445210.0,Y,03/21/2011,03/01/2001,58,32.738017552344,-96.682764891368,Match,Non_Exact
17515349359,"YATES GROUP, INC.",2015 GALLERIA OAKS DR,TEXARKANA,TX,75503,19,CT,357,E-Z MART #5812,1202 E INTERSTATE 30,GARLAND,TX,75043,57.0,445120.0,Y,07/11/2019,05/01/2019,59,,,No_Match,
32063533080,TEAM BAILEY LLC,7720 WINDSOR DR,ALLENTOWN,PA,18106,0,CL,17,DOMINO'S #9288,1133 N ZANG BLVD STE 105,DALLAS,TX,75203,57.0,445299.0,Y,12/13/2017,01/08/2018,60,32.756780719516,-96.822625357391,Match,Exact
17508732769,RANDALL'S FOOD & DRUGS LP,PO BOX 29096 C/O MS 6531,PHOENIX,AZ,85038,0,PF,173,TOM THUMB #1783 FUEL STATION,2601 ARAPAHO RD,GARLAND,TX,75044,57.0,445110.0,Y,06/01/2004,05/24/2004,61,32.95964620693,-96.664481787932,Match,Exact
32068072829,"JENIN TRADING, LLC.",1308 E BEAR CREEK RD STE 270,GLENN HEIGHTS,TX,75154,57,CL,1,TOBACCO HEIGHT,1308 E BEAR CREEK RD STE 270,GLENN HEIGHTS,TX,75154,57.0,445120.0,Y,08/25/2018,10/01/2018,62,32.560299009916,-96.82486781351,Match,Exact
32036599960,SAMIA OMER,1551 E SPRING VALLEY RD STE 135,RICHARDSON,TX,75081,57,IS,2,A - Z GROCERY,1551 E SPRING VALLEY RD STE 135,RICHARDSON,TX,75081,57.0,445120.0,Y,11/07/2012,12/15/2012,63,32.938633778081,-96.697557322302,Match,Exact
17513185730,"GOODY GOODY LIQUOR, INC.",10370 OLYMPIC DR,DALLAS,TX,75220,57,CT,5,GOODY GOODY LIQUOR INC,7124 GREENVILLE AVE,DALLAS,TX,75231,57.0,445310.0,Y,10/25/1983,11/01/1983,64,32.87421670817,-96.762488758261,Match,Exact
32055604055,"LMMM DALLAS #42, LTD.",PO BOX 55009,HOUSTON,TX,77255,101,PL,1,LA MICHOACANA MEAT MARKET,1109 E HIGHWAY 67,DUNCANVILLE,TX,75137,57.0,445110.0,Y,12/02/2015,02/28/2016,65,32.644787598042,-96.888203992125,Match,Exact
32040690227,"YMRT, LLC",4209 WORDSWORTH CT,GARLAND,TX,75043,57,CL,1,7-ELEVEN CONVENIENCE STORE #27441A,1803 N GALLOWAY AVE,MESQUITE,TX,75149,57.0,445110.0,Y,11/20/2009,11/20/2009,66,32.786773438492,-96.606132681869,Match,Exact
32044944315,"MIWON, INC",3724 SAMUELL BLVD,DALLAS,TX,75228,57,CT,1,JOHN'S BEST BUY LIQUOR,3724 SAMUELL BLVD,DALLAS,TX,75228,57.0,445310.0,Y,10/13/2016,09/15/2011,67,32.792897839796,-96.730868977126,Match,Exact
32076070740,SAI SHEENA INC,2413 TOP RAIL LN,SOUTHLAKE,TX,76092,220,CT,2,RED BEER AND WINE,4218 W LOVERS LN,DALLAS,TX,75209,57.0,445120.0,Y,12/08/2021,12/15/2021,68,32.851105400586,-96.838229194859,Match,Exact
17418740332,"FIESTA MART, L.L.C.",600 CITADEL DR,COMMERCE,CA,90040,0,CL,123,FIESTA MART # 74,11520 JUPITER RD,DALLAS,TX,75218,57.0,445110.0,Y,08/12/2014,09/01/2014,69,,,No_Match,
32063533080,TEAM BAILEY LLC,7720 WINDSOR DR,ALLENTOWN,PA,18106,0,CL,24,DOMINO'S #6986,940 N RIVERFRONT BLVD,DALLAS,TX,75207,57.0,445299.0,Y,12/05/2018,12/17/2018,70,,,No_Match,
32053695907,JENTIK GLOBAL INC,501 W DAVIS ST,DALLAS,TX,75208,57,CT,1,SEVEN MART FOOD STORE,501 W DAVIS ST,DALLAS,TX,75208,57.0,445120.0,Y,04/14/2014,05/01/2014,71,32.749503565673,-96.83039009342,Match,Exact
17605982234,"ROHAIL ENTERPRISES, INC.",11503 TARVIE PATH,RICHMOND,TX,77407,79,CT,4,HAMPTON SHELL,509 N HAMPTON RD,DALLAS,TX,75208,57.0,445120.0,Y,04/10/2015,05/09/2015,72,32.750167352412,-96.856911579143,Match,Exact
32065935309,SUPER SUNDRIES LLC,2132 CREEKBLUFF CT,CARROLLTON,TX,75010,61,CL,1,FOUNTAIN PLACE SUNDRY SHOP,1445 ROSS AVE STE B101,DALLAS,TX,75202,57.0,445120.0,Y,04/07/2018,06/01/2018,73,32.78440136339,-96.802355001156,Match,Exact
17529675773,"D & M BAKERY, INC.",117 S CENTRAL EXPY,RICHARDSON,TX,75080,57,CT,1,MARIA'S BAKERY,117 S CENTRAL EXPY,RICHARDSON,TX,75080,57.0,445000.0,Y,02/12/2002,01/01/2002,74,32.950103539838,-96.734466887018,Match,Exact
17517337592,"CLOUD-BOYETTE PRINTING, INC.",2232 FM 90,MABANK,TX,75147,129,CT,7,CLOUD-BOYETTE PRINTING INC,606 VALENCIA ST,DALLAS,TX,75223,57.0,445110.0,Y,04/24/2007,06/01/2007,75,32.803976531457,-96.74518467348,Match,Exact
17526256973,Y & J LEE CORPORATION,11445 EMERALD ST STE 112,DALLAS,TX,75229,57,CT,1,FRIENDLY LIQUOR,5431 BOTHAM JEAN BLVD,DALLAS,TX,75215,57.0,445310.0,Y,01/22/2014,01/01/1996,76,,,No_Match,
17527541191,"CHARMSTONE, CORP.",4903 S LANCASTER RD,DALLAS,TX,75216,57,CT,1,AUTRY'S GROCERY STORE,4903 S LANCASTER RD,DALLAS,TX,75216,57.0,445120.0,Y,03/25/1998,04/01/1998,77,32.688706820506,-96.790968191499,Match,Exact
32063622917,HAMRA PETROLEUM LLC,1237 SOUTHRIDGE CT STE 207,HURST,TX,76053,220,CL,2,BEAR CREEK SHELL,1701 S BECKLEY RD,GLENN HEIGHTS,TX,75154,57.0,445120.0,Y,08/08/2018,09/01/2018,78,32.558402063171,-96.822909038438,Match,Exact
17513202006,"JERRY'S SUPERMARKETS, INC.",532 W JEFFERSON BLVD,DALLAS,TX,75208,57,CT,7,JERRYS SUPERMARKET #3,532 W JEFFERSON BLVD,DALLAS,TX,75208,57.0,445110.0,Y,03/21/1983,03/09/1983,79,32.743088975509,-96.830842374376,Match,Exact
32040015458,J. DELAUGHTER L.L.C.,500 W KIEST BLVD,DALLAS,TX,75224,57,CL,1,KIEST BOULVARD SHELL,500 W KIEST BLVD,DALLAS,TX,75224,57.0,445120.0,Y,08/27/2009,09/15/2009,80,,,No_Match,
32063533080,TEAM BAILEY LLC,7720 WINDSOR DR,ALLENTOWN,PA,18106,0,CL,21,DOMINO'S #6911,6045 SHERRY LN,DALLAS,TX,75225,57.0,445299.0,Y,12/13/2017,01/08/2018,81,32.862219543384,-96.807665864733,Match,Exact
32072560108,K&K TEXAS INC,11445 EMERALD ST STE 112,DALLAS,TX,75229,57,CT,1,SHIN CHON MARKET & FOODCOURT,11422 HARRY HINES BLVD STE 210,DALLAS,TX,75229,57.0,445110.0,Y,04/09/2020,04/15/2020,82,32.896695547128,-96.891490994987,Match,Exact
32019858458,"SYJK ENTERPRISES, INC.",3044 OLD DENTON RD STE 300,CARROLLTON,TX,75007,61,CT,1,SUPREME DONUTS,6909 ROWLETT RD STE 104,ROWLETT,TX,75089,57.0,445299.0,Y,06/07/2006,07/01/2006,83,32.92157909213,-96.578259143687,Match,Exact
32087252873,WHITE GINGER INVESTMENTS LLC,1210 SPANISH MOSS DR,GARLAND,TX,75040,57,CL,2,CORNER STORE,2434 BELT LINE RD,GARLAND,TX,75044,57.0,445110.0,Y,09/06/2024,09/01/2024,84,32.944697339322,-96.663906558426,Match,Exact
32014546652,MANUELA M CARDENAS,10312 BLACK FOREST CT,FORT WORTH,TX,76140,220,IS,1,THE CANDY SHACK,10788 HARRY HINES BLVD STE A12,DALLAS,TX,75220,57.0,445292.0,Y,03/08/2004,03/08/2004,85,32.873676154165,-96.883525911942,Match,Exact
32063533080,TEAM BAILEY LLC,7720 WINDSOR DR,ALLENTOWN,PA,18106,0,CL,15,DOMINO'S #6823,13410 PRESTON RD STE A,DALLAS,TX,75240,57.0,445299.0,Y,12/13/2017,01/08/2018,86,32.93107011079,-96.803491755052,Match,Non_Exact
32062986727,DSJF ENTERPRISE LLC,3824 BALDOMERA ST,FLOWER MOUND,TX,75022,61,CL,2,JERSEY MIKES SUBS,7170 SKILLMAN ST STE 140,DALLAS,TX,75231,57.0,445210.0,Y,09/12/2017,11/15/2017,87,32.877134197939,-96.73474772176,Match,Exact
32020223395,ALDI (TEXAS) L.L.C.,2500 WESTCOURT RD,DENTON,TX,76207,61,CL,35,ALDI (TEXAS) L.L.C. # 50,2505 FORT WORTH AVE,DALLAS,TX,75211,57.0,445110.0,Y,02/03/2011,03/01/2011,88,32.759326255066,-96.862692805017,Match,Exact
32052198838,ABR & MM LLC,1919 BRYAN ST STE 102,DALLAS,TX,75201,57,CL,1,7-ELEVEN CONVENIENCE STORE #36104A,1919 BRYAN ST STE 102,DALLAS,TX,75201,57.0,445120.0,Y,11/04/2013,11/01/2013,89,32.784066504639,-96.797382914347,Match,Exact
32058918577,SAVANNAH'S FRESH MEAT MARKET LLC,4550 GUS THOMASSON RD STE 62,MESQUITE,TX,75150,57,CL,2,SAVANNAH FRESH MEAT AFRICAN MARKET,4550 GUS THOMASSON RD STE 62,MESQUITE,TX,75150,57.0,445110.0,Y,02/16/2024,01/01/2024,90,32.825407635351,-96.648141225005,Match,Exact
32080333779,FRESH DINING CONCEPTS LLC,1600 PONCE DE LEON BLVD FL 10,CORAL GABLES,FL,33134,0,CI,10,JAMBA JUICE,5923 GREENVILLE AVE,DALLAS,TX,75206,57.0,445299.0,Y,08/31/2022,10/01/2022,91,32.857407745991,-96.768686644534,Match,Exact
32089449121,J.J.K. PARTNERSHIP LLC,6804 CANYON MEADOW DR,SACHSE,TX,75048,57,CL,1,WATER PROVISIONS 2 GO,842 BELT LINE RD,GARLAND,TX,75040,57.0,445120.0,Y,05/25/2023,05/02/2023,92,32.940047709889,-96.639299731678,Match,Exact
17513185730,"GOODY GOODY LIQUOR, INC.",10370 OLYMPIC DR,DALLAS,TX,75220,57,CT,25,GOODY GOODY LIQUOR INC,3316 OAK LAWN AVE,DALLAS,TX,75219,57.0,445310.0,Y,05/24/2004,06/15/2004,93,32.810211726245,-96.807465831827,Match,Exact
